item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
XLABCHAMF2S,"COUNTING CHAMBER, FUCHS-ROSENTHAL, depth 0.2mm, simple grid",0,0,0,0.072,0.039,yes
XLABCHAMN1D,"COUNTING CHAMBER, NEUBAUER, modified model, depth 0.1 mm",0,0,0,0.05,0.04,yes
XLABCNTRIS1,"CONTAINER transport, INFECT SUBSTANCE, 1L class 6.2 UN 2814",27.5,13.8,16.2,8,2,yes
XLABCOUNM5,"COUNTER, MULTIPLE BANK, 5 keys + totalising",0,0,0,2.7,1,yes
XLABCOUNT1,"COUNTER, 'TALLY', mechanical, 1 button (0-9999)",0,0,0,0,0,yes
XLABCTRGH20,"CENTRIFUGE, HETTICH EBA 20, small, portable, 8x15ml tubes",0,0,0,0,0,yes
XLABCTRGM15S,"CENTRIFUGE, MICRO-HAEMATOCRIT,'Sigma 1-15' with rotor (75mm)",0,0,0,19,15,yes
XLABCTRGMO15,"CENTRIFUGE, manual operated, 4x15 ml, incl. tubes",0,0,0,11,2,yes
XLABCTRGS2E,"CENTRIFUGE, SIGMA 2-6 WITH ROTOR & BUCKET FOR TUBES 15ml",0,0,0,5,22,yes
XLABCTRGS2EF15,"(centrifuge) TUBE FALCON, 17x120mm, 15ml, with screw cap",0,0,0,5,22,yes
XLABCTRGT1G,"(centrifuge) TUBE, glass, 15ml, conical bottom,w/o screw cap",0,0,0,5,22,yes
XLABCYLIP10,"CYLINDER, MEASURING, PLASTIC, 100 ml",0,0,0,1.7,0.06,yes
XLABCYLIP25,"CYLINDER, MEASURING, PLASTIC, 250 ml",0,0,0,2.3,0.08,yes
XLABCYLIP50,"CYLINDER, MEASURING, PLASTIC, 500 ml",0,0,0,5,0.2,yes
XLABDEIOD09,"DISTILLER WATER BENCH,3.85L,0.9L/hr, no water connect. 220V",0,0,0,0,0,yes
XLABDEIOE30,"DEIONISER, 'Elga ', B114, 30 liters/ hour, pce",0,0,0,0,0,yes
XLABDIAMM1,"DIAMOND MARKER, for glass, pce",0,0,0,0.015,0.01,yes
XLABDISPBS1,"RESERVOIR BOTTLE, glass, to use with top dispenser, 1l, pce",0,0,0,3.4,0.7,yes
XLABDISPD21,"BOTTLE TOP DISPENSER, volume 2-10 ml, div. 0.25 ml, pce",0,0,0,3.4,0.7,yes
XLABERLNG10,"ERLENMEYER, GLASS, 1000 ml",0,0,0,3,0.5,yes
XLABFUNNG10,"FUNNEL, GLASS, diam 100mm, pce",0,0,0,1.8,0.14,yes
XLABFUNNP09,"FUNNEL, PLASTIC, diam 90mm, pce",0,0,0,1.8,0.01,yes
XLABGLMTBB,"GLUCOMETER ""ELITE"", battery operated, pce",0,0,0,1.4,0.25,yes
XLABGLMTH,"GLUCOMETER ""HEMOCUE 201+"" with transformer",0,0,0,0.6,0.35,yes
XLABHAEMH1,"HAEMOGLOBINOMETER ""HEMOCUE201+"", with transformer",0,0,0,0.6,0.35,yes
XLABHAEMLCO,"HAEMOGLOBINOMETER COMPARATOR 2000, incl.prism (Lovibond)",0,0,0,1.6,0.435,yes
XLABHAEMWK,"HAEMOGLOBIN COLOUR SCALE, starter kit (WHO)",0,0,0,0,0,yes
XLABHOLDTTW,"HOLDER, for test tubes, wood, ""Lipowitz type""",0,0,0,0,0,yes
XLABLOOP24,"PASTEUR HANDLE(290 mm),nickel, with loop L 43mm, D 3 mm",0,0,0,0.037,0.034,yes
XLABMICR10BI,"MICROSCOPE Olympu CX21 power+mirror,10Xbinoc,obj 4/10/40/100",0,0,0,96,14,yes
XLABMICROT,"OPTICAL TISSUE, pce",0,0,0,0.000614,0.0002,yes
XLABPIPMA100,"MICROPIPETTOR, ADJUSTABLE VL 200-1000 microl",0,0,0,5.5,0.7,yes
XLABPIPMA20,"MICROPIPETTOR, ADJUSTABLE VL 10-100 microl, div. 0.1 microl",0,0,0,5.5,0.7,yes
XLABPIPMA50,"MICROPIPETTOR, ADJUSTABLE VL 50-250 microl, div. 1 microl",0,0,0,5.5,0.7,yes
XLABPIPTG02,"PIPETTE, GLASS, GRADUATED, 2 ml in 0.01 ml, pce",0,0,0,0.028,0.012,yes
XLABPIPTG05,"PIPETTE, GLASS, GRADUATED, 5 ml in 0.1 ml, pce",0,0,0,0.04,0.02,yes
XLABPIPTG10,"PIPETTE, GLASS, GRADUATED, 10 ml in 0.1 ml, pce",0,0,0,0.0708,0.028,yes
XLABPIPUP10,"PIPETTE FILLER,W/THUMB-WHEEL LEVER,(Pipump),adapt upto 10ml",0,0,0,0,0,yes
XLABRODG150,"ROD, GLASS, 150 mm",0,0,0,0,0,yes
XLABROTA2,"ROTATOR, orbital type, for agglutination test, 230 V",42,25,32,33.6,5.7,yes
XLABSCALPM3,"SCALE, PRECISION, mechanical, ""Ohaus 311"", 0-300 g, accuracy",0,0,0,0,0,yes
XLABSCALSI1,"SPATULA, WEIGHING, stainless steel, L 120 mm, pce",13,0.5,0.5,0.0033,0.0033,yes
XLABSLBX100,"SLIDE BOX, for 100 slides",24,5,19.5,2.34,0.4,yes
XLABSTAINGC,"STAINING TROUGH, with cover, glass",0,0,0,0,0,yes
XLABSTAINGCV8,"STAINING CONTAINER, glass, vertical, 8 slides",0,0,0,0,0,yes
XLABSTANPIP,"STAND, for pipettes",0,0,0,0,0,yes
XLABSTANTI1,"STAND, for test tubes diam. 16 mm, cap. 4 x 12, plastic",0,0,0,0,0,yes
XLABSTANTP2,"STAND, for test tubes diam. 21 mm, cap. 24, PVC",0,0,0,0,0,yes
XLABTEATPP1,"TEAT, PIPETTE FILLER, rubber, for pipettes upto 10 ml",0,0,0,0,0,yes
XLABTHERM11,"THERMOMETER, PRECISION,total immersion, -10+110C 1° division",0,0,0,0,0,yes
XLABTHERMM,"THERMOMETER, MINI-MAXI, -30 a +50C",0,0,0,0,0,yes
XLABTUBEG15,"TEST TUBE, GLASS, 16x100 mm,15ml, round bottom, pce",0,0,0,0,0,yes
XLABTUBEG4,"TUBE FOR CROSS-MATCH, GLASS. 10x75 mm,4ml, pce",0,0,0,0.00145,0.0005,yes
XLABVABSAD,"BLOOD SAMPLING, ADAPTOR for multiple sampling",19,5,15,1.425,0.08,yes
XLABVIBRMAX,"VIBRATOR, for microtritation plates, variable speed",0,0,0,0,0,yes
XLABVIBRT2E,"VIBRATOR, 'VORTEX SA8', pce",0,0,0,0,0,yes
XLABWATB8E,"WATER-BATH, ""Julabo TW8"", 3-8 liters, 25-100°C, electric",0,0,0,26,10,yes
XLABWBCPPIP,"WBC COUNT PIPETTE, pce",0,0,0,0,0,yes
XLINAPSU120,"APRON, SURGICAL, 90x120cm, reusable, heavy duty",0,0,0,0.759,0.7,yes
XLINAPSU140,"APRON, SURGICAL, 90x140 m, reusable, pvc",40,26,2.2,2.288,1.1,yes
XLINCAPSRC,"CAP, SURGICAL, reusable, cotton",32,1,28,0.896,0.02,yes
XLINDRSH1015,"DRAW SHEET, coton 100%, 100x150cm, reusable",30,1,33,0.99,0.4,yes
XLINDRSH1015W,"DRAW SHEET, waterproof, 90cm x150cm, reusable",42,1.5,24,1.512,0.96,yes
XLINDSUR0709,"DRAPE, SURGICAL, cotton, 75 x 90 cm, without slit, green",100,1,60,6,0.018,yes
XLINDSUR070S,"DRAPE, SURGICAL, cotton, 75 x 90 cm, with slit, green",73,5,72,26.28,0.15,yes
XLINDSUR091,"DRAPE, SURGICAL, cotton, 90x150cm, without slit, green",35,1,22,0.77,0.26,yes
XLINDSUR091S,"DRAPE, SURGICAL, cotton, 90 x 150 cm, with slit, green",37,3,25,2.775,0.3,yes
XLINDSUR152S,"DRAPE, SURGICAL, cotton, 150 cm x 240, w/ slit, green",246,1,146,35.916,0.78,yes
XLINDSURMC,"DRAPE, SURGICAL, cotton, Mayo, cover",27,3,20,1.62,0.4,yes
XLINDSURP12,"DRAPE, SURGICAL, cotton, 110 x 200 cm, patient lift-cover",208,1,120,24.96,0.5,yes
XLINGOWNSRL,"GOWN, SURGICAL, reusable, cotton, size L",33,3,28,2.772,0.6,yes
XLINGOWNSRM,"GOWN, SURGICAL, reusable, cotton, size M",33,3,28,2.772,0.6,yes
XLINGOWNSRS,"GOWN, SURGICAL, reusable, cotton, size S",118,1,75,8.85,0.56,yes
XLINGOWNSRXL,"GOWN, SURGICAL, reusable, cotton, size XL",33,3,28,2.772,0.6,yes
XLINMASKRC,"MASK, SURGICAL, reusable, cotton",21,1,13,0.273,0.02,yes
XLINMATSGC10,"CANVAS, for tunic/trousers, cotton (green), 100 m, roll",18,128,18,41.472,15,yes
XLINMSURCD01,"MATERIAL, SURG., cotton, for drapes & gowns, 100 m, roll",175,20,20,75,30,yes
XLINTRSURCL,"TROUSERS, SURGICAL, reusable, cotton, size L",36,1,33,1.68,0.3,yes
XLINTRSURCM,"TROUSERS, SURGICAL, reusable, cotton, size M",36,1.5,28,1.512,0.275,yes
XLINTRSURCS,"TROUSERS, SURGICAL, reusable, cotton, size S",32,1.5,26,1.248,0.112,yes
XLINTUSURCL,"TUNIC, SURGICAL, reusable, cotton, size L",70,1,87,0.844,0.25,yes
XLINTUSURCM,"TUNIC, SURGICAL, reusable, cotton, size M",35.5,1,25,0.8875,0.25,yes
XLINTUSURCS,"TUNIC, SURGICAL, reusable, cotton, size S",34,1,27,0.918,0.1068,yes
XMEQBAGH50,"HAND BAG, for medical equip., 50x25x30cm, out./in. comp.",45,24,25,27,1.5,yes
XMEQBEDP1,"BEDPAN, with handle + cover, plastic, autoclavable",29.5,9.5,46.5,13.031625,0.75,yes
XMEQBEDSH1M,"(bed, hosp.) MATTRESS, +/- 80x190cm, 27kg/m³, PVC cover+zip",0,0,0,152,6.5,yes
XMEQBEDSNRC1,"BED, FIELD HOSPITAL, without backrest, without wheels",0,0,0,100,16,yes
XMEQBEDSNRC2,"BED, FIELD HOSPITAL, without backrest, + wheels",0,0,0,170,27,yes
XMEQBEDSNRC3,"BED, FIELD HOSPITAL, with backrest and wheels",0,0,0,170,27.2,yes
XMEQBEDSNRC4,"BED, FIELD HOSPITAL, with backrest and w/out wheel",0,0,0,170,26.5,yes
XMEQBEDSNRCM,"(bed, field hospital) MATTRESS",0,0,0,60,3.5,yes
XMEQBPACF55,"BACK-PACK, f.aider, 55x34x22cm, in-outside compartments, red",54,7,34,12.852,2,yes
XMEQBRUSS1,"BRUSH, SCRUB, nylon handle, autoclavable",0,0,0,0.312,0.055,yes
XMEQCOUC01,"COUCH, EXAMINATION, 193x60x80cm, adj.head rest, dismounta.",202,13,80,210.08,21.7,yes
XMEQCRUT1E,"CRUTCH, elbow, 72/96cm, PP armrest and Alu. pipe diam.22mm",0,0,0,6.774,1.02,yes
XMEQCRUT1EA,"CRUTCH, elbow, 72/96cm, PP armrest articulated, pipe d.22mm",0,0,0,8.096,0.575,yes
XMEQCRUT1EC,"CRUTCH, elbow, 55/75cm, PP armrest and Alu. pipe diam.22mm",70,13,17,15.47,0.7,yes
XMEQCRUTAX,"CRUTCH, AXILLARY, adult",117,8,20,18.72,0.05,yes
XMEQCRUTRUBB,"RUBBER TIP, d.19mm for elbow/axillary crutches, adult/child",6,4.5,4.5,0.1215,0.09,yes
XMEQGLAS1PO,"GLASSES, PROTECTIVE, for OT",0,0,0,0.5544,0.061,yes
XMEQMEABBAB1,"MEASURING MAT, baby, horizontal, 99cm/5mm",0,0,0,0,0,yes
XMEQMEASBIC,"MEASURING BOARD, ped., hor./vert., 130cm/1mm, wood, UNICEF",74,30,32,150,8,yes
XMEQMEASCB,"CALCULATOR, BODY MASS INDEX (BMI), pocket, Ref: Seca 491",10,2,6,0.12,0.05,yes
XMEQMEASH01,"HEIGHT METER, 20-207cm, graduation 1mm, foldable, Ref: 214",70,20,42,58.8,5.7,yes
XMEQNEBUCPN,"NEBULISER, +COMPRESSOR, Porta-neb, 230V-50Hz, w/accessories",24,39,13,20.5,3.6,yes
XMEQNEBUCPNF,"(nebuliser compressor, porta-ned) FILTER, 4 pieces",0,0,0,0.024,0.002,yes
XMEQNEBUCPNN,"(neb.compr., porta-ned) NEBULISER, set adult&child, reusable",0,0,0,4.18,0.14,yes
XMEQNEBUCPNU,"(nebuliser compressor, porta-ned) FUSE, T 1A L, 250V",0,0,0,0.024,0.003,yes
XMEQOPRI2050,OTOSCOPE-OPHTALMOSCOPE (SET),0,0,0,1.8,0.695,yes
XMEQOPRI2050B,"(ophtalmoscope), BULB, 2.7V",0,0,0,0.005,0.0023,yes
XMEQOTRI2010,OTOSCOPE (SET),0,0,0,0.96,0.255,yes
XMEQOTRI2010B,"(otoscope) BULB, 2.7 V",0,0,0,0.005,0.0023,yes
XMEQOTRI2010S02,"(otoscope riester 2010) SPECULA, EAR, diam 2x46mm, reusable",10,2.5,7,0.175,0.005,yes
XMEQOTRI2010S03,"(otoscope) SPECULA, EAR, diam.3x46mm, reusable",0,0,0,0,0,yes
XMEQOTRI2010S04,"(otoscope) SPECULA, EAR, diam.4x46mm, reusable",0,0,0,0,0,yes
XMEQPEFLAC60,"PEAK FLOW METER, adult-children, universal range 60-800L/mn",0,0,0,0,0,yes
XMEQSCALAD,"SCALE, for adults (bathroom type), mecanic, 0-150kg,/0,1kg.",0,0,0,28.288,4.5,yes
XMEQSCALBY,"SCALE, BABY, with tray, 0-16kgx10g",0,0,0,43.719,8.5,yes
XMEQSCALBYP,"SCALE, BABY, suspended, 0-25kg x 100g, incl.4 trousers (set)",0,0,0,6.615,1.415,yes
XMEQSCALBYPT,"(scale, baby, Salter) TROUSERS",0,0,0,0.8832,0.126,yes
XMEQSCALNUT,"SCALE, NUTRITION, 5 kg, grad. 1/5g, electro., platform s.s",23,4,23,2.116,0.7,yes
XMEQSHOEC07,"SHOE, CLOG, surg., antistatic, wash. 85C, pair, size 7 (36)",24,10,20,4.8,0.6,yes
XMEQSHOEC08,"SHOE, CLOG, surg., antistatic, wash. 85C, pair, size 8 (38)",25,10,20,5,0.6,yes
XMEQSHOEC09,"SHOE, CLOG, surg., antistatic, wash. 85C, pair, size 9 (40)",26,20,10,5.2,0.7,yes
XMEQSHOEC10,"SHOE, CLOG, surg., antistatic, wash. 85C, pair, size 10 (42)",28,22,10,6.16,0.81,yes
XMEQSHOEC11,"SHOE, CLOG, surg., antistatic, wash. 85C, pair, size 11 (44)",30,23,11,7.59,0.9,yes
XMEQSPHYRIA,"SPHYGMOMANOMETER, adult with 1cuff 14x54.5 cm, Ref:1362",20,11,6,1.32,0.49,yes
XMEQSPHYRIAC14,"(sphygmomanometer a.) CUFF, 14.5x54.5cm, Ref:10010",54,1,15,0.81,0.1,yes
XMEQSPHYRIB,"SPHYGMOMANOMETER, Babyphon w/3 cuffs 5 /7/10cm, Ref:1440",20.8,17.8,7.2,2.665728,0.55,yes
XMEQSPHYRIBC05,"(sphygmo.b.) CUFF, 5x15.5cm, neonate, Ref:10050",12,3,7,0.252,0.05,yes
XMEQSPHYRIBC07,"(sphygmo.b.) CUFF, 7.2x23cm, baby, Ref:10055",20,5,8,0.8,0.05,yes
XMEQSPHYRIBC15,"(sphygmo.b.) CUFF, 10x35.5cm, child, Ref:10060",0,0,0,0,0,yes
XMEQSTETD,"STETHOSCOPE, duplex, Adult, (dual-head chestpiece)",0,0,0,0.693,0.135,yes
XMEQSTETDN,"STETHOSCOPE, duplex, neonatal, (dual-head chestpiece)",24,4,11,1.056,0.2,yes
XMEQSTETDP,"STETHOSCOPE, duplex, Pediatric, (dual-head chestpiece)",24,4,11,1.056,0.2,yes
XMEQSTETP,"STETHOSCOPE, Pinard",0,0,0,0.735,0.042,yes
XMEQSTETS,"STETHOSCOPE, one cup",0,0,0,0.693,0.124,yes
XMEQTABLD1,"TABLE, DELIVERY, dismantable",115,46,112,804,94,yes
XMEQTAPEN1M,"TAPE, middle upper arm circumference",0,0,0,0.00396,0.0023,yes
XMEQTAPEN1Q,"TAPE, adhesive, for measuring Quack Stick",18,10,18,3.24,2.4,yes
XMEQTHER1M,"THERMOMETER, medical, mercury-free",0,0,0,0.027,0.0085,yes
XMEQTHER1MC,"(thermometer, medical) CASE, PROTECTING, plastic, stiff",2,14,2,0.056,0.02,yes
XMEQTOURCOB,"TOURNIQUET, COTTON, 42x2.4cm, elastic, with buckle",2,9,2,0.036,0.02,yes
XMEQTOURLA,"TOURNIQUET, LATEX, 50 cm x 2 cm",32,20,8,5.12,0.9,yes
XMEQTRANCP05,"CUFF, PRESSURE for 500 ml blood trans./infusion, + manometer",20,6,10,1.2,0.46,yes
XMEQULSOA5,"ULTRA SOUND BASIC UNIT, ALOKA 500, w/convex probe 3.5Mhz",0,0,0,0,0,yes
XMEQULSOA5G05,"(ultra sound Aloka 500), GEL for scanning, 5l container",0,0,0,0,0,yes
XMEQULSOA5G05D,"(ultra sound Aloka 500), DISPENSER, to fit gel container 5l",16,33,8,4.224,0.1,yes
XMEQULSOA5PC05,"(ultra sound Aloka 500) PROBE CONVEX, 5Mhz, vaginal",0,0,0,0,0,yes
XMEQULSOA5PC35,"(ultra sound Aloka 500) PROBE CONVEX, 3.5Mhz, standard",0,0,0,0,0,yes
XMEQULSOA5PC75,"(ultra sound Aloka 500) PROBE CONVEX, 7.5Mhz, small parts",0,0,0,0,0,yes
XMEQULSOA5PL05,"(ultra sound Aloka 500) PROBE LINEAR, 5Mhz, paediatric",0,0,0,0,0,yes
XMEQULSOA5PV,"(ultra sound Aloka 500) PRINTER, VIDEO",0,0,0,0,0,yes
XMEQULSOA5PVP,"(ultra sound Aloka 500, printer video) PAPER, roll",0,0,0,0,0,yes
XMEQULSOA5SF,"(ultra sound Aloka 500) SWITCH FOOT, for freezing picture",0,0,0,0,0,yes
XMEQULSOA5T,"(ultra sound Aloka 500) TROLLEY, with wheels",0,0,0,0,0,yes
XMEQULSODF02,"DOPPLER, FETAL HEART DETECT., pocket, w/2Mhz probe, 9V bat.",0,0,0,0,0,yes
XMEQURIA01L,"URINAL, male, 1 liter, plastic, with lid, autoclavable",31.5,12,9.5,3.591,0.15,yes
XMEQVAEXBC40,"SUCTION CUP, BIRD, Ø 40mm, w/ botom plate and chain",0,0,0,3.591,0.15,yes
XMEQVAEXBC40P,"(suction cup, bird) BOTTOM PLATE, Ø40mm,  polyeth., s.u.",0,0,0,3.591,0.15,yes
XMEQVAEXBC50,"SUCTION CUP, BIRD, Ø 50mm, w/ botom plate and chain",0,0,0,3.591,0.15,yes
XMEQVAEXBC60,"SUCTION CUP, BIRD, Ø 60mm, w/ botom plate and chain",0,0,0,3.591,0.15,yes
XMEQVAEXBCH,"(suction cup, bird) HANDLE with hook, stainless steel",0,0,0,3.591,0.15,yes
XMEQVAEXO1M,"VACUUM EXTRACTOR, OBSTETRICAL, manual",41,28,21,24.108,2.2,yes
XMEQVAEXO1MS,"(vaccum extra, obs., manual) REPLACEMENT PARTS, bird version",0,0,0,0,0,yes
XMEQWAFUKIDD,"KIDNEY DISH, medium, 250x140x40mm, stainless steel",0,0,0,0.4032,0.274,yes
XMEQWAFUKIDDL,"KIDNEY DISH, large, 275x150x45mm, stainless steel          ",15,28,5,2.1,0.35,yes
XMEQWAFUSTHO,"HOOK, INFUSION, to use with ceiling attachments in tent",17.5,1,12,0.21,0.0755,yes
XMEQWAFUSTIN,"STAND, INFUSIONS,5 legs on wheels, 4 hooks.",117,6,70,49.14,7,yes
XMEQWAFUSTINF,"STAND, INFUSIONS, foldable",51,8.5,15,6.5025,1.6,yes
XMEQWAFUTRAY,"TRAY, 320 x 220 x 10 mm, inox",0,0,0,0.1408,0.45,yes
XMEQWAFUTRDR,"TROLLEY, DRESSING, 60 x 43cm. 2 shelves, inox",60,43,94,242.52,11,yes
XMEQWALFA80,"WALKING FRAME ADULT, not foldable, high 75 til 85cm",83,82,60,408.36,2,yes
XMEQWHCHAIMO3,"WORLDMADE WHEELCHAIR, adjustable, for Adult, 3 wheels",88,29,67,170.984,25.4,yes
XSEQFURNBS2,"BOWL-STAND, 2 bowls 5l, H 86 cm, 5 antista.castors, st.steel",55,51,39,109.395,1.2,yes
XSEQFURNS6,"STOOL, FOR O.T., with castors, h. 44-64 cm, stainless steel",47,45,47,99.405,4.5,yes
XSEQLAOP1M01,"LAMP, EXAM./OPER., ECHO, 1spot, mobile, 220V/12V +battery",0,0,0,438.75,64,yes
XSEQLAOP1M01B,"(lamp, ex./op., echo) BULB, 12V/45W halogen., reflector type",5,6,5,0.15,0.036,yes
XSEQLAOP3M,"LAMP, OPERATING, 3 spots, 100'000 Lux, mobile, 220V, + acc.",198,68,66,888.624,93,yes
XSEQLAOP3MB,"(lamp, oper., 3 sp.,100'000 lux) BULB, 22.8/24V 50W, halogen",13,6,6,0.468,0.0056,yes
XSEQLAOP3MF,"(lamp, operating, 3 spots,100'000 lux) FUSE, Ref: 67370005",2,1,1,0.002,0.0009,yes
XSEQLAOP3MH,"(lamp, operating, 3 spots,100'000 lux) HANDLE, autoclavable",0,0,0,0,0,yes
XSEQROPEB,"ROPE, TRACTION, 3mm x 15m, bow, extension, Boehler",9,5,9,0.405,0.45,yes
XSEQSPLIBA2P,"SPLINT, BOHLER-BRAUN, 70cm, size 2, 3 pulley, foldable",125,55,70,481.25,64,yes
XSEQSPLICE01,"COLLAR, EXTRICATION, size 1, infant, + tracheal opening",0,0,0,0,0,yes
XSEQSPLICE02,"COLLAR, EXTRICATION, size 2, paediatric, + tracheal opening",50,1,18,0.9,0.1,yes
XSEQSPLICE03,"COLLAR, EXTRICATION, size 3, adult-no-neck,+ tracheal open.",0,0,0,0,0,yes
XSEQSPLICE04,"COLLAR, EXTRICATION, size 4, adult-short, + tracheal opening",0,0,0,0,0,yes
XSEQSPLICE05,"COLLAR, EXTRICATION, size 5, adult-regular, + tracheal open.",58,1,20,1.16,0.15,yes
XSEQSPLICE06,"COLLAR, EXTRICATION, size 6, adult-tall, + tracheal opening",0,0,0,0,0,yes
XSEQSPLICEA,"COLLAR, EXTRICATION, ADULT, adjustable + tracheal opening",56,1,16,0.896,0.18,yes
XSEQSPLICEB,"Collar, extrication, CARRY bag",0,0,0,0,0,yes
XSEQSPLICEC,"COLLAR, EXTRICATION, CHILD, adjustable + tracheal opening",45,1,13,0.585,0.14,yes
XSEQSPLIKR08,"SPLINT, KRAMER, 08 cm x 80 cm",0,0,0,0.1728,0.12,yes
XSEQSPLIKR10,"SPLINT, KRAMER, 10 cm x 100 cm",0,0,0,0.264,0.18,yes
XSEQSPLIKR12,"SPLINT, KRAMER, 12 cm x 100 cm",0,0,0,0.312,0.18,yes
XSEQSPLIKR15,"SPLINT, KRAMER, 15 cm x 100 cm",0,0,0,0.384,0.22,yes
XSEQSPLIMA11,"SPLINT, MALLEABLE, 11x91cm, arm/leg, roll",9,11,7,0.693,0.12,yes
XSEQSTRE1X,"STRETCHER, foldable in width",200,17,17,57.8,10,yes
XSEQSTRE2X,"STRETCHER, foldable in width and length",102,22,12,26.928,8,yes
XSEQSTRE2XST,"STRETCHER STAND, fixed, foldable",109,15,38,62.13,27.8,yes
XSEQSTRECW1,"STRETCHER, CARRIER, with movable side rail.on wheels",202,22,82,364.408,35,yes
XSEQSUCC2,"SUCTION, foot operated, Ambu, Twin Pump, 600ml",0,0,0,4.2,7.5,yes
XSEQSUCC3,"SUCTION, electric, Vario 18, with 1 bottle autoclavable",41.5,41.5,50,86.1125,7.55,yes
XSEQSUCCM30,"SUCTION, surgical, Medela B30, electric, w/2 btls 5l, compl.",78,60,60,86.1125,7.55,yes
XSEQTAIN1006,"TABLE, INSTRUMENTS, 100 x 60 cm, 2 shelves, with castors",102,19,79,170,22,yes
XSEQTAIN6048,"TABLE, INSTRUMENTS, 60x43cm, inox, Mayo type, 4 wheels",70,17,70,83.3,9.2,yes
XSEQTAOPS8,"TABLE, OPERATING, surgical, mechanical, SSM80 + accessories",0,0,0,2063.205,218,yes
XSEQTAOPS8A,"(table op.SSM80) ARM REST, padded, for infusion",0,0,0,0,0,yes
XSEQTAOPS8B,"(table op.SSM80) BREAK SHOE, + 3 screws STHC M 3 x 6",3,1,3,0.009,0.05,yes
XSEQTAOPS8C,"(table op.SSM80) CLAMP, SLIDING, to hold accessories",0,0,0,0,0,yes
XSEQTAOPS8FC,(table op.SSM80) FLANGE THRUST ROL. BEAR.(RAX730) COMBINED,3,2,3,0.018,0.05,yes
XSEQTAOPS8FS,(table op.SSM80) FLANGE THRUST ROLL. BEAR. (RAX715) SIMPLE,3,2,3,0.018,0.05,yes
XSEQTAOPS8H,"(table op.SSM80) SHOULDER SUPPORTS, cylin., padded, 1 pair",0,0,0,0,0,yes
XSEQTAOPS8I,"(table op.SSM80) SIDE REST, padded",0,0,0,0,0,yes
XSEQTAOPS8L,"(table op.SSM80) LEG REST, with straps, 1 pair",0,0,0,0,0,yes
XSEQTAOPS8M,"(table op.SSM80) MATRESS , antist., in 4 sect., black lect.",0,0,0,0,0,yes
XSEQTAOPS8R,"(table op.SSM80) ROD, for INFUSION, 2 hooks",0,0,0,0,0,yes
XSEQTAOPS8S,"(table op.SSM80) SCREEN, for anaesth. field, flexible",0,0,0,0,0,yes
XSEQTAOPS8T,"(table op.SSM80) THIGH REST, padded, 1 pair",0,0,0,0,0,yes
XSEQTAOPS8W,"(table op.SSM80) WRISTLETS, padded, pair",0,0,0,0,0,yes
XSEQTAOPS8Y,"(table op.SSM80) TRAY, INSTRUMENT, 500 x 400mm",0,0,0,0,0,yes
XSINCUFOGT5,"GUIDE, CATH. URIN., THOMPSON, 55 cm, diam. 2.5 mm, curved",5,63,5,1.575,0.16,yes
XSINMEDI012703,"SCALPEL, HANDLE, No 3 (for blades 10/11/15)",0,0,0,0.0104,0.0255,yes
XSINMEDI012713,"SCALPEL, HANDLE, No 3L (for blades 10/11/15)",22,1,4,0.088,0.02,yes
XSINMEDI012804,"SCALPEL, HANDLE, No 4 (for blades 20)",0,0,0,0.0168,0.027,yes
XSINMEDI012814,"SCALPEL, HANDLE, No 4L (for blades 20)",22,0.4,1.5,0.092,0.05,yes
XSINMEDI030614,"SCISSORS, 14.5 cm, sharp-blunt",0,0,0,0.0525,0.048,yes
XSINMEDI035015,"SCISSORS, MAYO, 15.5 cm, straight",0,0,0,0.056,0.05,yes
XSINMEDI035115,"SCISSORS, MAYO, 15.5 cm, curved",0,0,0,0.08,0.05,yes
XSINMEDI035117,"SCISSORS, MAYO, 17 cm, curved",0,0,0,0.108,0.068,yes
XSINMEDI035123,"SCISSORS, MAYO, 23 cm, curved",0,0,0,0.276,0.096,yes
XSINMEDI043214,"SCISSORS, METZENBAUM, 14 cm, straight",0,0,0,0.0375,0.034,yes
XSINMEDI043314,"SCISSORS, METZENBAUM, 14 cm, curved",0,0,0,0.075,0.034,yes
XSINMEDI043318,"SCISSORS, METZENBAUM, 18 cm, curved",0,0,0,0.108,0.046,yes
XSINMEDI043320,"SCISSORS, METZENBAUM, 20 cm, curved",0,0,0,0.126,0.072,yes
XSINMEDI043323,"SCISSORS, NELSON-METZENBAUM, 23 cm, curved",0,0,0,0.138,0.078,yes
XSINMEDI047119,"SCISSORS, MARTEL, 18 cm, curved, blunt",0,0,0,0.045,0.034,yes
XSINMEDI060018,"FORCEPS, DRESSING, STANDARD, 18 cm, straight",0,0,0,0.018,0.04,yes
XSINMEDI060020,"FORCEPS, DRESSING, STANDARD, 20 cm, straight",0,0,0,0.02,0.048,yes
XSINMEDI060518,"FORCEPS, TISSUE, STANDARD, 18 cm, 1x2 teeth, straight",0,0,0,0.018,0.032,yes
XSINMEDI060520,"FORCEPS, TISSUE, STANDARD, 20 cm, 1x2 teeth, straight",0,0,0,0.02,0.04,yes
XSINMEDI061684,"FORCEPS, DRESSING, 14.5 cm, English pattern",0,0,0,0.015,0.02,yes
XSINMEDI061714,"FORCEPS, TISSUE, 14.5 cm, 1x2 teeth, English pattern",0,0,0,0.015,0.024,yes
