item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
WSANCHTO002,"(chemical toilet) POWDER, bottle 1kg",8,27,5,1.08,1,
WSANCHTO003,"(chemical toilet) TOILET PAPER, packing of 4 rolls",20,9,20,3.6,0.4,
WSANFLYC001,"FLY CATCHER, to hang up + attracting product",0,0,0,0,0,
WSANFLYC002,"FLY KILLER UNIT, electrical",0,0,0,0,0,
WSANFLYC003,"LAMP, spare, for fly killer unit",0,0,0,0,0,
WSANLATRSE01,"LATRINE, rapid infrastructure, for 1 pit latrine, complete",0,0,0,0,0,yes
WSANLATRSE02,"LATRINE, rigid cabin, for 1 pit latrine, complete",0,0,0,0,0,
WSANSEWCWIRE,"CLEANING WIRE, for sewage pipe cleaning",0,0,0,0,0,
WSANSPRA05,"SPRAYER, manual, hand held, 5l",20,60,19,22.8,3.1,yes
WSANSPRA10,"SPRAYER, manual, back pack, 10l",0,0,0,0,0,yes
WSANSPRA10H,"SPRAYER, manual, hand held, 10L",0,0,0,0,0,yes
WSANSPRA13S,"SPRAYER, manual, back pack, stainless steel 13L",0,0,0,0,0,yes
WSANSPRA15,"SPRAYER, manual, back pack, 15L",0,0,0,0,0,yes
WSANSPRA15M,"SPRAYER, motorised, petrol, back pack, aprox. 15L",0,0,0,0,0,yes
WSANSPRA20,"SPRAYER, manual, back pack, 20l",38,62,28,65.968,6.45,yes
WSANSPRA20M,"SPRAYER, motorised, backback, 20l",0,0,0,0,0,yes
WSANSPRAD05,"DUSTER, manual, hand held, 5l",20,52,20,20.8,2.4,
WSANSQPL001,"SQUATTING PLATES,polypropylene, 0.6x0.8m",78,6,60,28.08,2.7,yes
WSANSQPL002,"MOLD, for making latrine slabs, SanPlat type",0,0,0,0,0,
WSANSQPL003,"SQUATTING PLATES,polypropylene, 1.2x0.8m",0,0,0,0,0,yes
WSANTOILNHS1,"TOILET SET, NorHosp dry toilet complete installation set",0,0,0,0,0,
WSPPLOMB1961,"AIR FILTER, element, Lombardini 15LD350, ref SL1961",0,0,0,0,0,
WSPPLOMB3647,"FUEL FILTER, element, Lombardini 15LD/3LD, ref SK3647",0,0,0,0,0,
WSPPLOMB4701,"OIL FILTER, Lombardini 3LD510, ref FT4701",0,0,0,0,0,
WSPPLOMB5155,"OIL FILTER, element, Lombardini 15LD350, ref SO5155",0,0,0,0,0,
WSPPLOMB6101,"VALVE, rubber, Quiete pump, ref:6101",0,0,0,0,0,
WSPPLOMB6103,"VALVE, rubber, Paio pump, ref:6103",0,0,0,0,0,
WSPPLOMB6339,"MECHANICAL SEAL, Quiete/Paio pumps, ref:6339+6353",0,0,0,0,0,
WSPPLOMB8783,"TURBINE, Quiete pump, ref:8783",0,0,0,0,0,
WSPPLOMB9192,"TURBINE, Paio pump, ref:9192",0,0,0,0,0,
WSPPLOMBGUPA,"USER + SPARE PART GUIDE, Lombardini Paio",0,0,0,0,0,
WSPPLOMBGUQU,"USER + SPARE PART GUIDE, Lombardini Quiete",0,0,0,0,0,
WSPPLOMBGUSW,"USER + SPARE PART GUIDE, Swallow 5100",0,0,0,0,0,
WSPPLOMBSWMS,"MECHANICAL SEAL, Swallow 5100 pump",0,0,0,0,0,
WSPPLOMBSWVA,"VALVE, rubber, Swallow 5100 pump",0,0,0,0,0,
WSPPSOFT08MM,"SPARE,PUMP,SOFTPACKING 08mm2 Ramilon 4586",0,0,0,0,0,
WSPPSOFT10MM,"SPARE,PUMP,SOFTPACKING 10mm2, Ramilon 4586",0,0,0,0,0,
WSPPSOFT12MM,"SPARE,PUMP,SOFTPACKING 12mm, Ramilon4586",0,0,0,0,0,
WSPPSOFT16MM,"SPARE,PUMP,SOFTPACKING 16mm, Ramilon 4586",0,0,0,0,0,
WTOOMISC00,Miscellaneous code for adding Group/Family to FSHQ item tree,0,0,0,0,0,
WTOOSEALHE,"HEMP, for plumbing, 500g",12,8,10,0.96,0.1,yes
WTOOSEALHEP,"SEAL PASTE, PLUMBER, for hemp (tow) sealing, 100g",22,4,6,0.528,0.28,yes
WTOOSEALTEFL,"SEAL TAPE, 'Teflon', for water connectors, roll 12mm x 12m",6,2,6,0.072,0.0015,yes
WTOOSPANSWIV,"SPANNER, ring type, for swivel fittings",0,0,0,0,0,
WTOOTRIP,"TRIPOD KIT, for hanging loads, well digging, etc",280,60,80,1344,480,yes
WWAKFLOT05,"WATERTANK, FLEXIBLE ONION, storage, 5 m3",105,65,60,409.5,40,
WWAKFLOT05GS,(onion tank 5m3) GROUND SHEET,0,0,0,0,0,
WWAKFLOT05TC,(onion tank 5m3) TANK COVER,0,0,0,0,0,
WWAKFLOT10,"WATERTANK, FLEXIBLE ONION, storage, 10 m3",105,62,75,488.25,49,
WWAKFLOT10GS,(onion tank 10m3) GROUND SHEET,0,0,0,0,0,
WWAKFLOT10TC,(onion tank 10m3) TANK COVER,0,0,0,0,0,
WWAKFLOT20,"WATERTANK, FLEXIBLE ONION, storage, 20 m3",0,0,0,0,0,
WWAKFLOT20GS,(onion tank 20m3) GROUND SHEET,0,0,0,0,0,
WWAKFLOT20TC,(onion tank 20m3) TANK COVER,0,0,0,0,0,
WWAKFLOT30,"WATERTANK, FLEXIBLE ONION, storage, 30 m3",0,0,0,0,0,
WWAKFLOT30GS,(onion tank 30m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT01,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 1 m3",0,0,0,0,0,
WWAKFLPT01.5,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 1.5 m3",0,0,0,0,0,
WWAKFLPT01.5GS,(pillow tank 1.5m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT01GS,(pillow tank 1m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT02,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 2 m3",0,0,0,0,0,
WWAKFLPT02GS,(pillow tank 2m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT03,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 3 m3",0,0,0,0,0,
WWAKFLPT03GS,(pillow tank 3m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT04,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 4 m3",82,54,53,234.684,31,
WWAKFLPT04GS,(pillow tank 4m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT04T,"WATERTANK, FLEXIBLE PILLOW, PVC, transport/storage, 4 m3",80,62,60,297.6,38,
WWAKFLPT04TH,"(pillow tank 4m3) HARNESS, for trucking",0,0,0,0,0,
WWAKFLPT05,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 5 m3",80,62,60,297.6,32,
WWAKFLPT05GS,(pillow tank 5m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT05T,"WATERTANK, flexible pillow, PVC, transport/storage, 5 m3",82,52,54,230.256,58,
WWAKFLPT05TH,"(pillow tank 5m3) HARNESS, for trucking",0,0,0,0,0,
WWAKFLPT10,"WATERTANK, flexible pillow, PVC, storage, 10 m3",82,55,52,234.52,55,
WWAKFLPT10GS,(pillow tank 10m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT15,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 15 m3",105,65,60,409.5,74,
WWAKFLPT15GS,(pillow tank 15m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT20,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 20 m3",0,0,0,0,0,
WWAKFLPT20GS,(pillow tank 20m3) GROUND SHEET,0,0,0,0,0,
WWAKFLPT25,"WATERTANK, FLEXIBLE PILLOW, PVC, storage, 25m3",0,0,0,0,0,
WWAKFLPT25GS,(pillow tank 25m3) GROUND SHEET,0,0,0,0,0,
WWAKMISC00,Miscellaneous code for adding Group/Family to FSHQ item tree,0,0,0,0,0,
WWAKREPAEPSH,"EPDM MATERIAL SPARE, 1 x 1m",0,0,0,0,0,
WWAKREPAEPTA,"ADHESIF TAPE, to repair EPDM liners, 50mm x 10m",0,0,0,0,0,
WWAKREPAF001,"SPARE, GLUE, tube for flexible watertank repair",15,3,4,0.18,0.04,
WWAKREPAPVSH,"SHEET, PVC, for flexible PVC watertank repair, 1 x 0.5m",0,0,0,0,0,
WWAKRITA015T,"WATER TANK, 15m3, rigid, TC20' swap body truck twist lock",0,0,0,0,0,
WWAKRTOXBAPL,"BASE PLATE, for roof central support",0,0,0,0,0,
WWAKRTOXCA12,"SPLIT CAPPING, PVC, d:12mm, per metre length",0,0,0,0,0,
WWAKRTOXCA25,"SPLIT CAPPING, PVC, d:25mm, per metre length",0,0,0,0,0,
WWAKRTOXGUIDE,"MANUAL, Oxfam Water Storage Pack, in a plastic bag",0,0,0,0,0,
WWAKRTOXIS01,"IRON SHEET, corrugated, for rigid tank 45/70/95m3",0,0,0,0,0,
WWAKRTOXIS02,"IRON SHEET, corrugated, for rigid tank 45/70/95m3, + outlets",0,0,0,0,0,
WWAKRTOXIS03,"IRON SHEET, corrugated, for rigid tank 10m3",0,0,0,0,0,
WWAKRTOXIS04,"IRON SHEET, corrugated, for rigid tank 10m3, + outlets",0,0,0,0,0,
WWAKRTOXL10,"LINING, 10m3, EPDM reinforced synth. rubber, thick: 1.25mm",0,0,0,0,0,
WWAKRTOXL45,"LINING, 45m3, EPDM reinforced synth. rubber, thick: 1.25mm",0,0,0,0,0,
WWAKRTOXL70,"LINING, 70m3, EPDM reinforced synth. rubber, thick: 1.25mm",0,0,0,0,0,
WWAKRTOXL95,"LINING, 95m3, EPDM reinforced synth. rubber, thick: 1.25mm",0,0,0,0,0,
WWAKRTOXRO10,"ROOF, 10 m3 rigid tank, PVC coated polyester, + eyelets",0,0,0,0,0,
WWAKRTOXRO75,"ROOF, PVC coated polyester 500gr/m2, d:7.5m, + 28 eyelets",0,0,0,0,0,
WWAKRTOXROC1,"COLUMN SECTION, plastic, d:100mm, L: 1m",0,0,0,0,0,
WWAKRTOXROCB,"BASE PLATE, timber, with 4 bolts and nuts",0,0,0,0,0,
WWAKRTOXROCC,"CONNECTOR, straight, for plastic column d:100mm",0,0,0,0,0,
WWAKRTOXROCE,"FLANGED END, for plastic column, drilled",0,0,0,0,0,
WWAKRTOXRON7,"polypropylene, mesh of 100mm, 7m x 7m",0,0,0,0,0,
WWAKRTOXROS1,"ROOF SUPPORT ASSEMBLY, for 10m3 rigid tank",0,0,0,0,0,
WWAKRTOXTOPL,"TOP PLATE, for roof central support, rigid water tank roof",0,0,0,0,0,
WWAKWLABGUIDE,"GUIDELINE, Oxfam guide to chlorination",0,0,0,0,0,
WWATRAMPCOUP,"RAMP,Y COUPLING + TIGHTEN SCREW for water dist. ramp,1""3/4",0,0,0,0,0,
WWATRAMPF100,"PIPE, RAMP, galva, 1.1/4"", 1.00m",0,0,0,0,0,
WWATRAMPSP10,"HOLDER, SPACER, for distribution ramp feet, 10mm Re-bar",0,0,0,0,0,
WWATRAMPT030,"PIPE, RAMP, galva, 1.1/4"", 0.30m, threaded both ends",0,0,0,0,0,
WWATRAMPT050,"PIPE, RAMP, galva, 1.1/4"", 0.50m, threaded both ends",0,0,0,0,0,
WWATRAMPT060,"PIPE, RAMP, galva, 1.1/4"", 0.60m, threaded both ends",0,0,0,0,0,
WWATRAMPT065,"PIPE, RAMP, galva, 1.1/4"", 0.65m, threaded both ends",0,0,0,0,0,
WWATRAMPT070,"PIPE, RAMP, galva, 1.1/4"", 0.70m, threaded both ends",0,0,0,0,0,
WWATRAMPT090,"PIPE, RAMP, galva, 1.1/4"", 0.90m, threaded both ends",0,0,0,0,0,
WWATWLABABP,"ABSORBENT PADS, for 200 tests, with distributor",0,0,0,0,0,
WWATWLABABPD,"DISPENSER, for absorbant pads",15,2,10,0.3,0.04,
WWATWLABALCL,"SPIRIT LAMP, 100ml, glass",0,0,0,0,0,
WWATWLABAMO,AMONIA TEST,0,0,0,0,0,
WWATWLABBAT,"BATTERY, for portable lab",0,0,0,0,0,
WWATWLABCCC,CABLE + CONNECTING CLAMP for portable lab. transformer,0,0,0,0,0,
WWATWLABCHL,CHLORINE TEST,0,0,0,0,0,
WWATWLABDIP25,"Preimpregnated absorbant Dip-Slides, for Coli & E. Coli",0,0,0,0,0,
WWATWLABE10ML,"GRADUATED TEST TUBE, FH PP 10ml",15,1,5,0.075,0.02,
WWATWLABE50ML,"GRADUATED TEST TUBE, FH PP 50ml",15,2,5,0.15,0.02,
WWATWLABF250,"FLASK PEBD, 250ml",12,6,6,0.432,0.06,
WWATWLABF50,"FLASK PEBD, 50ml",0,0,0,0,0,
WWATWLABFOR,"FORCEPS, laboratory",14,1,1,0.014,0.02,
WWATWLABFU,"FILTRATION UNIT, for bacteriological analysis",0,0,0,0,0,
WWATWLABINC44,"INCUBATOR, for culturing biological samples, 44a, Ele",0,0,0,0,0,
WWATWLABMAN,"PAQUALAB MANUAL, in Binder, waterproof",0,0,0,0,0,
WWATWLABMF110,"MEDIUM FOR FAECAL COLI, dehydrated powder, 110g",0,0,0,0,0,
WWATWLABMF250,"MEDIUM FOR FEACAL COLI, 2ml, box of 50 amp",0,0,0,0,0,
WWATWLABMF500,"ABSORBENT PAD, lauryl sulphate impregnated, dehyd., 50 pces",0,0,0,0,0,
WWATWLABMFIL200,"MEMBRANE FILTER, 0.45 MS, 47mm, cross ruled, pack of 200",0,0,0,0,0,
WWATWLABMFIL6,"MEMBRANE FILTER, 0.45 MS, 47mm, cross ruled, pack of 600",0,0,0,0,0,
WWATWLABMFIL600,"MEMBRANE FILTER, 0.45 MS, 47mm, cross ruled, pack of 600",0,0,0,0,0,
WWATWLABP100,"WASHING BOTTLE PEBD, 100ml",18,5,5,0.45,0.04,
WWATWLABPAP100,"Preimpregnated absorbant pads, for coli and E coli, pk100",0,0,0,0,0,
WWATWLABPAP50,"Preimpregnated absorbant pads, for coli and E coli, pk50",0,0,0,0,0,
WWATWLABPAQU,"PAQUALAB UNIT, for water analysis / 25L - EE420-020",0,0,0,0,0,
WWATWLABPDAP100,"PETRI DISH + ABSORBENT PAD, steril, box of 100",0,0,0,0,0,
WWATWLABPDAP150,"PETRI DISH + ABSORBENT PAD, steril, box of 150",0,0,0,0,0,
WWATWLABPLP100,"PLUG GL18, FOR WASHING BOTTLE, 1000ml",2,1,2,0.004,0.01,
WWATWLABPLP1000,"PLUG GL28, FOR WASHING BOTTLE, 1000ml",3,1,3,0.009,0.02,
WWATWLABPP1000,"WASHING BOTTLE PEBD, 1000ml",22,10,10,2.2,0.1,
WWATWLABPP1ML,"PLASTIC PIPETTE, 1ml",0,0,0,0,0,
WWATWLABVC01,"TWEEZERS, with large head, 145mm",11,1,1,0.011,0.02,
WWTECNSO001,"DIATOMITE EARTH, bag of 20kg",85,15,45,57.375,20,
WWTEDOSI001,FLOATING CONTAINER for slow dissolving chlorine,22,20,22,9.68,1,
WWTUBERKTWA1,"WATER PURIFICATION UNIT, mobile, Berkefield TWA6",0,0,0,0,0,yes
WWTUBERKTWA2,"WATER PURIFICATION UNIT, mobile, Berkefield TWA10",0,0,0,0,0,yes
WWTUGBI3000,"WATER PURIFICATION UNIT, mobile, GBI 3000-D (3m3/h - Diesel)",185,115,95,2021.125,327,
WWTUGBI3001,(GBI3000 water treatment unit) AWNING,90,10,40,36,25,
WWTUGBI3002,(GBI3000 water treatment unit) FILTER ELEMENT,0,0,0,0,0,
WWTUGBI3003,(GBI3000 water treatment unit) FILTER UNIT,0,0,0,0,0,
WWTUGBI3004,"(GBI3000 water treatment unit) SPARE PARTS, 1 1/2 Years",26,27,26,18.252,5,
WWTUGBI3005,(GBI3000 water treatment unit) TRAILOR,410,75,155,4766.25,478,
WWTULMSU04,"WATER PURIFICATION UNIT, mobile, LMS, 4m3/h",0,0,0,4300,400,yes
WWTULMSU10,"WATER PURIFICATION UNIT, mobile, LMS, 10m3/h",0,0,0,0,0,yes
WWTULMSUALU,"SPARES, LMS, ALUFLOC - tubes of 9 pastilles",14,3,3,0.126,0.1,
WWTULMSUANIO,"SPARES, LMS, ANIOFLOC - tubes of 12 pastilles",0,0,0,0,0,
WWTULMSUCATIO,"SPARES, LMS, CATIOFLOC - tubes of 12 pastilles",14,3,3,0.126,0.08,
WWTULMSUFERU,"SPARES, LMS, FERUFLOC - tubes of 16 pastilles",0,0,0,0,0,
WWTUSCAN04,"WATER PURIFICATION UNIT, mobile, Scan, 4m3/h",0,0,0,0,0,yes
WWTUSETA01,"WATER PURIFICATION UNIT, mobile, SETA, 3m3/h",0,0,0,0,0,yes
WWTUTREA04,"WATER PURIFICATION UNIT, 4m3/h at 100 NTU, transportable",0,0,0,0,0,
XANEANEACSCS,"anes.appa, clos.circ., canister, SODA LIME, CO2 absober, 5kg",0,0,0,0,0,
XANEANEAGMTF,"ANAESTHESIA UNIT, w/respirator, Glostavent/MTF03, complete",0,0,0,0,0,
XANEANEAMPII,"ANAEST.APPARATUS, Dameca MP-II, halot., draw-over sys, comp.",0,0,0,240,48,yes
XANEANEAMPUM,"USER MANUAL, anaesthetic apparatus Dameca MP-II",0,0,0,0,0,
XANEANEAPRF,"ANAESTHETIC APPARATUS, Pac Range,Fluothane, Draw-over system",0,0,0,61.6,8.5,
XANEANEAPRFV,"(anaesthetic apparatus, Pac Range) VAPORISER. UNIVERSAL, pc",0,0,0,0,0,
XANEBANDES8,"BANDAGE, ESMACH, 8 cm x 500 cm",0,0,0,0.8,0.315,yes
XANEBRCIAB002,"(b circuit a) BAG, REBREATHING, 2l, autoclavable",0,0,0,0,0,
XANEBRCIAHC040,"(b circ.a) HOSE, CORRUGATED, 40cm/19mm, con.22mm noz., sil.",0,0,0,0,0,
XANEBRCIAHC110,"(b circ.a) HOSE, CORRUGATED, 110cm/19mm, con.22mm noz., sil.",0,0,0,0,0,
XANEBRCICF01,"(b circuit) CONNECTOR, FEMALE, straight, for cor.hose 22mm",0,0,0,0,0,
XANEBRCICM01,"(b circuit) CONNECTOR, MALE, straight, for cor.hose 22mm",0,0,0,0,0,
XANEBRCIJR01,"BREATHING CIRCUIT, J.Rees, T-Ayres modif., complet, silicone",41,4,26,4.264,0.3,yes
XANEBRCIJR01B,"(breat.circ.J.Ress) BAG, REBREATHING, 0.5L, open tail, sili.",21.7,3.6,14.8,1.1562,0.1,yes
XANEBRCIJR01T,"(breat.circ.J.Ress) AYRES T-PIECE, autoclavable",0,0,0,0,0,yes
XANEBRCIPB001,"(b circuit p) BAG, REBREATHING, 1L, autoclavable",0,0,0,0,0,
XANEBRCIPHC030,"(b circ.p) HOSE, CORRUGATED, 30cm/10mm, con.22/22 noz., sil.",0,0,0,0,0,
XANEBRCIPHC110,"(b circ.p) HOSE, CORRUGATED, 110cm/10mm, co.22/22 noz., sil.",0,0,0,0,0,
XANEBRCIPT001,"(b circuit p) T PIECE, 15M/22M-15F/EXPIRA. VALVE, w/ spigot",0,0,0,0,0,
XANEBRCITMF,"(b circuit) T PIECE, 22M-15F/22F/22F, antistatic, autocla.",0,0,0,0,0,
XANEBRCITMM,"(b circuit) T PIECE, 22M-15F/22M/22F, antistatic, autocla.",0,0,0,0,0,
XANELARYMAB02,"(laryngoscope McIntosh adult/baby) BLADE, size 2, child",0,0,0,0,0,yes
XANELARYMAB03,"(laryngoscope McIntosh adult) BLADE, size 3, adult small",0,0,0,0,0,yes
XANELARYMAB04,"(laryngoscope McIntosh adult, BLADE, size 4, adult large",20,3,15,0.9,0.15,yes
XANELARYMBB00,"(laryngoscope McIntosh baby) BLADE, size 0, new born",8.5,2.5,3.8,0.0808,0.06,yes
XANELARYMBB01,"(laryngoscope McIntosh baby) BLADE, size 1, baby",18,2.5,13,0.585,0.1,yes
XANELARYMBBM00,"(laryngoscope McIntosh baby) BLADE, MILLER, size 0, new born",23,2.5,8,0.46,0.06,yes
XANELARYMBBM01,"(laryngoscope McIntosh baby) BLADE, MILLER, size 1, baby",23,2.5,8,0.46,0.06,yes
XANELARYRI7000,"LARYNGOSCOPE ADULT McIntosh, handle diam. 28 mm, blade 2,3,4",24,15,5,1.8,0.81,yes
XANELARYRI7000B,"(laryngo. blade macIntosh) BULB, 2.7V, for blades Nr 0 to 5",0,0,0,0.005,0.0023,yes
XANELARYRI7010,"LARYNGOSCOPE BABY McIntosh, handle diam. 19 mm, blade 0,1,2",24,15,5,1.8,0.69,yes
XANELARYRI7010B,"(laryngo.blade miller) BULB, 2.7V, for blade Nr 00 to 1",0,0,0,0.005,0.0023,yes
XANEMASKA01S,"MASK, ANAESTHESIA, size 1, silicone",0,0,0,0,0,
XANEMASKA03S,"MASK, ANAESTHESIA, size 3, silicone",0,0,0,0,0,
XANEMASKL20,"MASK, LARYNGEAL, size 2, child 10-20kg, silicone, reus.",0,0,0,0,0,
XANEMASKL25,"MASK, LARYNGEAL, size 2.5, child 20-30kg, silicone, reus.",0,0,0,0,0,
XANEMASKL30,"MASK, LARYNGEAL, size 3, child 30-50kg, silicone, reus.",0,0,0,0,0,
XANEMASKL40,"MASK, LARYNGEAL, size 4, adult 50-70kg, silicone, reus.",31.5,4.5,15,2.1263,0.06,
XANEMASKL50,"MASK, LARYNGEAL, size 5, adult 70-100kg, silicone, reus.",43,6,20,5.16,0.06,
XANEMASKP2,"MASK, PROTECTION, for mouth-to-m. resuscitation, reusable",0,0,0,0.572,0.12,yes
XANEMASKRC,"MASK, RENDELL-BAKER, No 2, con.22mm, child small, reusable",22.1,5.8,8.2,1.0511,0.06,
XANEMASKRCL,"MASK, RENDELL-BAKER, No 3, con. 22mm, child large, reusable",8.3,4.3,8.3,0.2962,0.1,
XANEMASKRN,"MASK, RENDELL-BAKER, No 0, con. 22mm, neonate, reusable",16.3,4,4,0.2608,0.2,
XANEMASKRP,"MASK, RENDELL-BAKER, No 1, con. 22mm, baby, reusable",17.2,4.2,6,0.4334,0.04,
XANEMGAG01,"MOUTH GAG, 95 x 27 x 18 mm, blunt-nosed, rubber",17,3,7,0.357,0.3,yes
XANEOXYCAN8,"OXYGEN CONCENTRATOR, Airsep NI8 D,OSD, 220/240V-50HZ, +acce.",43,86,38,140.524,29.4,
XANEOXYCAQ5,"OXYGEN CONCENTRATOR, Airsep QL 5/OSD, 220/240V-50Hz,+ acce.",44,86,39,147.576,30.7,yes
XANEOXYCAQ5C,"(O2 c., Airsep QL 5) CONNECTOR,Ø 4x8mm,for O2 tube/O2cannula",16,17,16,4.352,0.2,yes
XANEOXYCAQ5FB,"(O2 c., Airsep QL 5) FILTER BACTERIAL,  FI001-1",10,5,7,0.35,0.03,yes
XANEOXYCAQ5FD,"(O2 c., Airsep QL 5) FILTER DUST, round, MI161-1",10,2,6,0.12,0.03,yes
XANEOXYCAQ5FG,"(O2 c., Airsep QL 5) FILTER GROS PARTICLES, 6 pcs, 205663",25,7,14,2.45,0.05,yes
XANEOXYCAQ5SS,"(O2 c., Airsep QL 5) SERVICE SET, six month",40,16,30,19.2,1.3,yes
XANEOXYCDC4F,"(O2 conc. DeV. 44-90) FILTER, gross particle, set of 6",0,0,0,0,0,
XANEOXYCDC4SM,"(O2 conc. DeV. 44-90) SWITCH, green, Ref: 86.303.59",0,0,0,0,0,
XANEOXYCDC4SS,"(O2 conc. DeV. 44-90) SERVICE SET, 6 month",0,0,0,0,0,
XANEOXYCDC5,"OXYGEN CONCENTRATOR, DeVilbiss Comp. 5 OSD + acc., 230V-50Hz",52,46,78,186.576,28.2,
XANEOXYCDC5B,"(O2 conc. DeV. 5OSD/44-90) BACTERIAL FILTER, intake",14,6,10,0.84,0.04,
XANEOXYCDC5F,"(O2 conc. DeV. 5OSD) FILTER, gross particle, set of 6",20,4.5,14.5,1.305,0.02,
XANEOXYCDC5FI,"(O2 conc. DeV. 5OSD) FILTER, INTAKE, bacterial + dust fine",15.5,5.8,6.7,0.6023,0.14,
XANEOXYCDC5H,"(O2 c., DeV 5OSD/AirsepQL5) HUMIDIFIER, 300ml, E 7100",19,8.3,10,1.577,0.08,
XANEOXYCDC5HCH,"(O2 conc. DeV. 5OSD/44-90) CONNECT., horizon. for 86.308.1",4,2,2.5,0.02,0.0063,
XANEOXYCDC5HCV,"(O2 conc. DeV. 5OSD/44-90) CONNECT., vertical for 86.308.1",0,0,0,0,0,
XANEOXYCDC5P,"(O2 conc. DeV. 5OSD/44-90) PRE-FILTER DUST, fine, set of 6",5,6,5,0.15,0.02,
XANEOXYCDC5PC,"(O2 conc. DeV. 5OSD/44-90, pre-filter dust, fine) CASE",5.2,4.5,5.2,0.1217,0.02,
XANEOXYCDC5SM,"(O2 conc. DeV. 5OSD) SWITCH, MAIN POWER, Ref: 86.998.22",3.5,3,2.5,0.0263,0.01,
XANEOXYCDC5SS,"(O2 conc. DeV. 5OSD) SERVICE SET, complete, 6 months",39,15,29.7,17.3745,1.5,
XANEOXYCDC5TO,"(O2 c., DeV 5OSD/AirsepQL5) OXYGEN TUBING, Ø 5x8mm, 15m",23,7.5,19.5,3.3638,0.6,
XANEOXYCDC5TOS,"(O2 c., DeV 5OSD/AirsepQL5) NIPPLE NUT, for connect. O2 tube",3,4,2,0.024,0.0048,
XANEOXYGCB10,"CYLINDER, MEDICAL O2, 10l, 1.36m3/48cft, bull nose fitting",0,0,0,0,0,
XANEOXYGCB30,"CYLINDER, MEDICAL O2, 30l, 6.8m3l/240cft, bull nose fitting",0,0,0,0,0,
XANEOXYGCBR01,"REGULATOR/FLOWNMETER/HUMIDIF., for O2 cylind., bullnose con.",0,0,0,0,0,
XANEOXYGCT10,"TROLLEY, for +/- 10 l oxygen cylinder",0,0,0,0,0,
XANEOXYGCT30,"TROLLEY, for +/- 30 l oxygen cylinder",0,0,0,0,0,
XANEOXYGOX,"(cylinder, medical O2) OXYGEN,  litre",0,0,0,0,0,
XANEOXYM1037,"(Oxym., puls, BCI 3040) BAG, PROTECTION, ref:1037",0,0,0,0,0,
XANEOXYM1612,"(Oxym., puls, BCI 3304) BATTERY CHARGER, ref:1612",0,0,0,0,0,yes
XANEOXYM3025,"(Oxym., puls, BCI 3304/3040) SENSOR CLIP, child , ref:3025",15,1.7,11,0.2805,0.04,yes
XANEOXYM3026,"(Oxym., puls, BCI 3304/3040) SENSOR, neonate<3kg, ref:3026",15,1.7,11,0.2805,0.04,
XANEOXYM3043,"(Oxym., puls, BCI 3304/3040) SENSOR, universal Y, ref:3043",16,1.7,14,0.3808,0.06,yes
XANEOXYM3044,"(Oxym., puls, BCI 3040) SENSOR, FINGER,adult, Ref: 3044",15,3,12,0.54,0.08,
XANEOXYM3047,"(Oxym., puls, BCI 3040) CABLE, patient connect., ref:3047",14,2,11,0.308,0.08,
XANEOXYM3078,"(Oxym., puls., BCI 3303), SENSOR, EAR, adult/paed., ref:3078",0,0,0,0,0,
XANEOXYM3311,"(Oxym., puls., BCI 3304) CABLE, patient connect., ref: 3311",13.5,1.2,12,0.1944,0.06,yes
XANEOXYM3369,"(Oxym., puls., BCI 3304) BAG, PROTECTION, ref:3369",0,0,0,0,0,yes
XANEOXYM3444,"(Oxym., puls., BCI 3304) SENSOR, FINGER, adult, ref:3444",14,3.5,11,0.539,0.06,yes
XANEOXYM5011,"(Oxym., puls., BCI 3040) BATTERY CHARGER, ref: 5011",20,6,12.5,1.5,0.84,
XANEOXYMCP33,"OXYMETER, PULSE, BCI, with cable set, complete, model 3304",20,34,34,23.12,3.9,yes
XANEOXYMCP33P,"OXYMETER, PULSE, BCI, with cable set, complete, model 3303",0,0,0,0,0,
XANEOXYMFOII,"OXYMETER, PULS, FINGERTIP, Onyx II, adult/child, + p. case",0,0,0,0,0,
XANEOXYMFOIIC,"(oxymeter puls fingertip, onyx II) CASE PROTECTING, hard",0,0,0,0,0,
XANEREAB1,"RESUSCITATOR AMBU, BABY, incl. 1 Paedi valve + 1 mask No OA",0,0,0,4.116,0.45,
