Organisation,Branch,SubBranch,SubSubBranch,Type,Region,Country
Malagasy Red Cross Society,Atsinanana,Mahanoro,Masomeloka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Tsaravinany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Ambalapaiso II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Ambatofisaka II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Amboasary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Ambodinonoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Ambodivoangy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Ambohimilanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Andonabe Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Androrangavola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Anosiarivo I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Betampona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Lohavanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Marolambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Sahakevo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Marolambo,Tanambao Rabemanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina I,Ambodimanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina I,Anjoma,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina I,Ankirihiry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina I,Morarano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina I,Tanambao V,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Ambodilazana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Ambodiriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Amboditandroroho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Ampasimadinika Manambolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Ampasimbe Onibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Ampisokina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Amporoforo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Andondabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Andranobolaha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Antenina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Antetezambaro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Fanandrana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Fito,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Mahavelona (Foulpointe),Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Mangabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Sahambala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Toamasina II,Toamasina Suburbaine,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ambalabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ambalavolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Amboditavolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ambodivoananto,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ampasimadinika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ampasimazava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Antanambao Mahatsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Iamborano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ifasina I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ifasina II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Ilaka Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Maintinandry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Niarovana Caroline,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Niherenana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Sahamatevina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Tanambao Vahatrakaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Tsarasambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Tsivangiana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Vatomandry,Vatomandry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Ambaliha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Andasibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Antanimbaribe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Behazomaty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Betaimboay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Kandreho,Kandreho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Ambalajia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Ambalanjanakomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Andriba,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Antanimbary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Antsiafabositra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Bemokotra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Beratsimanina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Madiromirafy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Maevatanana I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Maevatanana II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Mahatsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Mahazoma,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Mangabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Maria,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Marokoro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Maevatanana,Tsararano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Ambakireny,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Ampandrana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Andriamena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Bekapaika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Betrandraka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Brieville,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Keliloha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Manakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Sakoamadinika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Sarobaratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Tsararova,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Betsiboka,Tsaratanana,Tsaratanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Ambato Ambarimay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Ambondromamy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Andranofasika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Andranomamy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Anjiajia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Ankijabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Ankirihitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Madirovalo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Manerinerina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Sitampiky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Ambato Boeny,Tsaramandroso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga I,Mahabibo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga I,Mahajanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Ambalabe Befanjava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Ambalakida,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Andranoboka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Bekobay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Belobaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Betsako,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Boanamary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Mahajamba Usine,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mahajanga II,Mariarano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Ambolomoty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Ankaraobato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Ankazomborona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Anosinalainolona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Antanambao Andranolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Antanimasaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Bemaharivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Manaratsandry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Marovoay Banlieue,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Marovoay Ville,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Marovoay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Marovoay,Tsararano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Ambarimaninga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Antongomena Bevary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Antseza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Bekipay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Katsepy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Matsakabanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Mitsinjo,Mitsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Soalala,Ambohipaky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Soalala,Andranomavo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Boeny,Soalala,Soalala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Ambatomainty Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Ambohitromby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Fenoarivo Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Firavahana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Kiranomena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Mahajeby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Morarano Maritampona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Fenoarivobe,Tsinjoarivo 22,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Ambalanirana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Ambararatabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Ambatolampy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Ankadinondry Sakay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Ankerana Avaratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Anosy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Belobaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Bemahatazana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Bevato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Fierenana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Mahasolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Maritampona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Maroharona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Miandrarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Soanierana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Tsinjoarivo Imanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Bongolava,Tsiroanomandidy,Tsiroanomandidy Fihaonana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambalahonko,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambaliha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambodimanga Ramena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambohimarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambohimena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ambohitrandriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ankatafa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Ankingameloka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Anorontsangana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Antafiambotry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Antranokarany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Antsakoamanondro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Antsatsaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Antsirabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Bemaneviky Haut Sambirano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Bemaneviky Ouest,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Benavony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Djangoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Maevatanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Maherivaratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Marotolana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambanja,Marovato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ambakirano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ambarakaraka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ambatoben'anjavy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ambilobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ambodibonara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Ampondralava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Anaborano Ifasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Anjiabe Ambony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Antsaravibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Antsohimbondrona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Beramanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Betsiaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Manambato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Mantaly,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Ambilobe,Tanambao Marivorahona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana I,Diego Suarez,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Ambondrona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Andrafiabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Andranofanjava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Andranovondronina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Anivorano Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Ankarongana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Anketrakabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Antanamitarana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Antsahampano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Antsalaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Antsoha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Bobakilandy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Bobasakoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Joffre Ville,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Mahalina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Mahavanona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Mangaoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Mosorolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Ramena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Sadjoavato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Antsiranana II,Sakaramy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Nosy-Be,Ambatozavavy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Nosy-Be,Ampangorina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Nosy-Be,Bemanondrobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Nosy-Be,Dzamandzar,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Diana,Nosy-Be,Hell-Ville,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ambalavao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ambinanindovoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ambinaniroa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ambohimahamasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ambohimandroso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Andrainjato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Anjoma,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Ankaramena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Besoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Fenoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Iarintsena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Kirano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Mahazony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Manamisoa,Red Cross / Red Crescent,Indian Ocean,MG
